bio_reference,species,sl,COUNT,nl
TBM2019061505,8835430201,64,1,10
TBM2019061505,8835430201,67,1,10
TBM2019061505,8835430301,27,1,1
TBM2019061505,8835440102,26,1,4
TBM2019061505,8835440102,34,1,4
TBM2019061505,8835440102,39,1,4
TBM2019061505,8835440102,61,1,4
TBM2019061505,8847010701,32,1,6
TBM2019061505,8847010701,33,1,6
TBM2019061505,8847010701,34,1,6
TBM2019061505,8847010701,36,1,6
TBM2019061505,8847010701,41,1,6
TBM2019061505,8847010701,43,1,6
TBM2019061505,8858030202,38,1,1
TBM2019061605,8804040301,24,1,1
TBM2019061605,8847010701,12,1,8
TBM2019061605,8847010701,15,1,8
TBM2019061605,8847010701,16,1,8
TBM2019061605,8847010701,17,2,8
TBM2019061605,8847010701,18,3,8
TBM2019061608,6177010102,7,1,3
TBM2019061608,6177010102,8,1,3
TBM2019061608,6177010102,12,1,3
TBM2019061608,8820020102,108,1,1
TBM2019061608,8820020104,140,1,2
TBM2019061608,8820020104,171,1,2
TBM2019061608,8820020113,77,1,6
TBM2019061608,8820020113,88,1,6
TBM2019061608,8820020113,89,1,6
TBM2019061608,8820020113,91,1,6
TBM2019061608,8820020113,93,1,6
TBM2019061608,8820020113,104,1,6
TBM2019061608,8835280501,35,1,1
TBM2019061608,8835390100,14,1,13
TBM2019061608,8835390100,15,3,13
TBM2019061608,8835390100,16,2,13
TBM2019061608,8835390100,17,1,13
TBM2019061608,8835390100,18,3,13
TBM2019061608,8835390100,21,2,13
TBM2019061608,8835390100,23,1,13
TBM2019061608,8835390102,42,1,13
TBM2019061608,8835390102,43,3,13
TBM2019061608,8835390102,46,2,13
TBM2019061608,8835390102,47,1,13
TBM2019061608,8835390102,48,3,13
TBM2019061608,8835390102,50,1,13
TBM2019061608,8835390102,51,1,13
TBM2019061608,8835390102,52,1,13
TBM2019061608,8835390111,43,1,7
TBM2019061608,8835390111,45,1,7
TBM2019061608,8835390111,52,1,7
TBM2019061608,8835390111,53,2,7
TBM2019061608,8835390111,58,2,7
TBM2019061608,8835400201,46,2,10
TBM2019061608,8835400201,47,1,10
TBM2019061608,8835400201,48,1,10
TBM2019061608,8835400201,50,1,10
TBM2019061608,8835400201,51,2,10
TBM2019061608,8835400201,52,1,10
TBM2019061608,8835400201,56,1,10
TBM2019061608,8835400201,81,1,10
TBM2019061608,8835430201,48,1,10
TBM2019061608,8835430201,50,1,10
TBM2019061608,8835430201,52,1,10
TBM2019061608,8835430201,56,1,10
TBM2019061608,8835430201,60,2,10
TBM2019061608,8835430201,61,3,10
TBM2019061608,8835430201,71,1,10
TBM2019061608,8835430301,24,1,1
TBM2019061608,8835440102,18,1,16
TBM2019061608,8835440102,19,1,16
TBM2019061608,8835440102,20,1,16
TBM2019061608,8835440102,21,2,16
TBM2019061608,8835440102,22,2,16
TBM2019061608,8835440102,23,1,16
TBM2019061608,8835440102,26,1,16
TBM2019061608,8835440102,28,1,16
TBM2019061608,8835440102,29,1,16
TBM2019061608,8835440102,31,1,16
TBM2019061608,8835440102,32,1,16
TBM2019061608,8835440102,33,1,16
TBM2019061608,8835440102,38,1,16
TBM2019061608,8835440102,45,1,16
TBM2019061608,8835440301,18,1,13
TBM2019061608,8835440301,19,1,13
TBM2019061608,8835440301,21,2,13
TBM2019061608,8835440301,22,1,13
TBM2019061608,8835440301,23,1,13
TBM2019061608,8835440301,24,3,13
TBM2019061608,8835440301,25,2,13
TBM2019061608,8835440301,33,1,13
TBM2019061608,8835440301,36,1,13
TBM2019061608,8835520101,17,2,6
TBM2019061608,8835520101,19,2,6
TBM2019061608,8835520101,21,1,6
TBM2019061608,8835520101,23,1,6
TBM2019061608,8842010302,34,1,1
TBM2019061608,8861010208,46,1,1
TBM2019070301,8747010803,42,1,13
TBM2019070301,8747010803,46,1,13
TBM2019070301,8747010803,47,2,13
TBM2019070301,8747010803,49,1,13
TBM2019070301,8747010803,50,2,13
TBM2019070301,8747010803,51,1,13
TBM2019070301,8747010803,53,2,13
TBM2019070301,8747010803,55,1,13
TBM2019070301,8747010803,58,2,13
TBM2019070301,8820020102,151,1,1
TBM2019070301,8820020104,149,1,1
TBM2019070301,8820020113,136,1,1
TBM2019070301,8835280501,21,1,1
TBM2019070301,8835390100,17,1,13
TBM2019070301,8835390100,22,1,13
TBM2019070301,8835390100,24,1,13
TBM2019070301,8835390100,25,2,13
TBM2019070301,8835390100,26,2,13
TBM2019070301,8835390100,28,3,13
TBM2019070301,8835390100,32,1,13
TBM2019070301,8835390100,33,1,13
TBM2019070301,8835390100,38,1,13
TBM2019070301,8835400201,70,1,1
TBM2019070301,8835430201,32,1,13
TBM2019070301,8835430201,35,1,13
TBM2019070301,8835430201,38,2,13
TBM2019070301,8835430201,41,1,13
TBM2019070301,8835430201,42,2,13
TBM2019070301,8835430201,45,2,13
TBM2019070301,8835430201,54,1,13
TBM2019070301,8835430201,55,1,13
TBM2019070301,8835430201,62,1,13
TBM2019070301,8835430201,68,1,13
TBM2019070301,8835440301,42,1,13
TBM2019070301,8835440301,44,2,13
TBM2019070301,8835440301,46,2,13
TBM2019070301,8835440301,47,2,13
TBM2019070301,8835440301,53,1,13
TBM2019070301,8835440301,55,1,13
TBM2019070301,8835440301,56,1,13
TBM2019070301,8835440301,60,1,13
TBM2019070301,8835440301,65,2,13
TBM2019070301,8837010102,126,1,1
TBM2019070405,6177010102,3,1,1
TBM2019070405,8777180202,344,1,1
TBM2019070405,8804040301,15,1,8
TBM2019070405,8804040301,16,2,8
TBM2019070405,8804040301,17,1,8
TBM2019070405,8804040301,18,2,8
TBM2019070405,8804040301,19,1,8
TBM2019070405,8804040301,22,1,8
TBM2019070405,8835390100,18,1,10
TBM2019070405,8835390100,20,2,10
TBM2019070405,8835390100,21,3,10
TBM2019070405,8835390100,22,1,10
TBM2019070405,8835390100,23,1,10
TBM2019070405,8835390100,24,1,10
TBM2019070405,8835390100,36,1,10
TBM2019070405,8835440102,31,1,1
TBM2019070405,8847010603,21,1,1
TBM2019070405,8847010701,18,1,10
TBM2019070405,8847010701,23,1,10
TBM2019070405,8847010701,25,1,10
TBM2019070405,8847010701,27,1,10
TBM2019070405,8847010701,30,1,10
TBM2019070405,8847010701,36,1,10
TBM2019070405,8847010701,42,2,10
TBM2019070405,8847010701,45,1,10
TBM2019070405,8847010701,48,1,10
TBM2019070502,6189010301,55,1,1
TBM2019070502,8804040301,18,2,13
TBM2019070502,8804040301,20,3,13
TBM2019070502,8804040301,21,1,13
TBM2019070502,8804040301,22,2,13
TBM2019070502,8804040301,23,2,13
TBM2019070502,8804040301,24,2,13
TBM2019070502,8804040301,25,1,13
TBM2019070502,8820020104,127,1,1
TBM2019070502,8820020113,65,1,13
TBM2019070502,8820020113,66,1,13
TBM2019070502,8820020113,74,1,13
TBM2019070502,8820020113,75,2,13
TBM2019070502,8820020113,80,1,13
TBM2019070502,8820020113,81,1,13
TBM2019070502,8820020113,82,2,13
TBM2019070502,8820020113,85,2,13
TBM2019070502,8820020113,92,1,13
TBM2019070502,8820020113,93,1,13
TBM2019070502,8835440102,34,1,1
TBM2019070502,8842010302,31,1,1
TBM2019070502,8847010600,18,1,2
TBM2019070502,8847010600,19,1,2
TBM2019070502,8847010701,20,1,13
TBM2019070502,8847010701,21,1,13
TBM2019070502,8847010701,23,1,13
TBM2019070502,8847010701,26,2,13
TBM2019070502,8847010701,27,1,13
TBM2019070502,8847010701,28,1,13
TBM2019070502,8847010701,29,1,13
TBM2019070502,8847010701,30,1,13
TBM2019070502,8847010701,31,1,13
TBM2019070502,8847010701,32,1,13
TBM2019070502,8847010701,33,1,13
TBM2019070502,8847010701,42,1,13
TBM2019070507,6177010102,6,1,13
TBM2019070507,6177010102,7,1,13
TBM2019070507,6177010102,8,1,13
TBM2019070507,6177010102,9,1,13
TBM2019070507,6177010102,10,2,13
TBM2019070507,6177010102,11,3,13
TBM2019070507,6177010102,12,1,13
TBM2019070507,6177010102,14,1,13
TBM2019070507,6177010102,16,1,13
TBM2019070507,6177010102,18,1,13
TBM2019070507,8762020101,45,1,2
TBM2019070507,8762020101,85,1,2
TBM2019070507,8820020104,92,1,2
TBM2019070507,8820020104,95,1,2
TBM2019070507,8820020113,57,1,8
TBM2019070507,8820020113,67,1,8
TBM2019070507,8820020113,70,1,8
TBM2019070507,8820020113,72,1,8
TBM2019070507,8820020113,73,1,8
TBM2019070507,8820020113,76,1,8
TBM2019070507,8820020113,84,1,8
TBM2019070507,8820020113,90,1,8
TBM2019070507,8835390100,26,1,10
TBM2019070507,8835390100,29,1,10
TBM2019070507,8835390100,31,1,10
TBM2019070507,8835390100,32,1,10
TBM2019070507,8835390100,33,2,10
TBM2019070507,8835390100,34,1,10
TBM2019070507,8835390100,38,2,10
TBM2019070507,8835390100,39,1,10
TBM2019070507,8835390102,42,1,10
TBM2019070507,8835390102,44,1,10
TBM2019070507,8835390102,45,1,10
TBM2019070507,8835390102,46,1,10
TBM2019070507,8835390102,47,1,10
TBM2019070507,8835390102,48,1,10
TBM2019070507,8835390102,50,1,10
TBM2019070507,8835390102,51,1,10
TBM2019070507,8835390102,56,1,10
TBM2019070507,8835390102,61,1,10
TBM2019070507,8835390111,41,1,3
TBM2019070507,8835390111,44,2,3
TBM2019070507,8835440102,26,3,6
TBM2019070507,8835440102,35,1,6
TBM2019070507,8835440102,36,1,6
TBM2019070507,8835440102,38,1,6
TBM2019070507,8835440301,19,1,13
TBM2019070507,8835440301,22,1,13
TBM2019070507,8835440301,24,1,13
TBM2019070507,8835440301,25,1,13
TBM2019070507,8835440301,26,5,13
TBM2019070507,8835440301,27,2,13
TBM2019070507,8835440301,28,1,13
TBM2019070507,8835440301,30,1,13
TBM2019070507,8847010600,15,1,1
TBM2019070507,8847010701,17,1,10
TBM2019070507,8847010701,20,1,10
TBM2019070507,8847010701,22,1,10
TBM2019070507,8847010701,25,1,10
TBM2019070507,8847010701,26,1,10
TBM2019070507,8847010701,28,1,10
TBM2019070507,8847010701,30,2,10
TBM2019070507,8847010701,31,2,10
TBM2019070507,8858020101,22,2,2
TBM2019070507,8861010208,34,1,2
TBM2019070507,8861010208,40,1,2
TBM2019070606,6189010600,25,1,1
TBM2019070606,8820020104,125,1,2
TBM2019070606,8820020104,132,1,2
TBM2019070606,8861010208,49,1,1
TBM2019070607,8708030101,739,1,1
TBM2019070607,8747010701,58,1,13
TBM2019070607,8747010701,61,4,13
TBM2019070607,8747010701,62,1,13
TBM2019070607,8747010701,63,2,13
TBM2019070607,8747010701,64,1,13
TBM2019070607,8747010701,66,2,13
TBM2019070607,8747010701,68,1,13
TBM2019070607,8747010701,72,1,13
TBM2019070607,8747010803,49,1,13
TBM2019070607,8747010803,52,1,13
TBM2019070607,8747010803,56,3,13
TBM2019070607,8747010803,57,1,13
TBM2019070607,8747010803,60,1,13
TBM2019070607,8747010803,61,2,13
TBM2019070607,8747010803,63,1,13
TBM2019070607,8747010803,67,1,13
TBM2019070607,8747010803,68,2,13
TBM2019070607,8820020102,159,2,2
TBM2019070607,8835390100,17,1,7
TBM2019070607,8835390100,19,1,7
TBM2019070607,8835390100,20,1,7
TBM2019070607,8835390100,21,1,7
TBM2019070607,8835390100,23,1,7
TBM2019070607,8835390100,28,1,7
TBM2019070607,8835390100,29,1,7
TBM2019070607,8835430201,56,1,8
TBM2019070607,8835430201,57,2,8
TBM2019070607,8835430201,62,1,8
TBM2019070607,8835430201,63,1,8
TBM2019070607,8835430201,64,1,8
TBM2019070607,8835430201,65,1,8
TBM2019070607,8835430201,78,1,8
TBM2019070607,8835440102,17,1,2
TBM2019070607,8835440102,24,1,2
TBM2019070607,8835440301,27,1,5
TBM2019070607,8835440301,34,1,5
TBM2019070607,8835440301,49,1,5
TBM2019070607,8835440301,50,1,5
TBM2019070607,8835440301,51,1,5
TBM2019070607,8861030101,82,1,1
TBM2019070803,6177010102,5,1,10
TBM2019070803,6177010102,7,1,10
TBM2019070803,6177010102,8,1,10
TBM2019070803,6177010102,9,2,10
TBM2019070803,6177010102,10,1,10
TBM2019070803,6177010102,11,2,10
TBM2019070803,6177010102,12,1,10
TBM2019070803,6177010102,15,1,10
TBM2019070803,8803010399,219,1,1
TBM2019070803,8803020202,285,1,4
TBM2019070803,8803020202,286,1,4
TBM2019070803,8803020202,289,1,4
TBM2019070803,8803020202,320,1,4
TBM2019070803,8804040301,18,1,13
TBM2019070803,8804040301,20,2,13
TBM2019070803,8804040301,21,2,13
TBM2019070803,8804040301,22,3,13
TBM2019070803,8804040301,23,1,13
TBM2019070803,8804040301,25,3,13
TBM2019070803,8804040301,28,1,13
TBM2019070803,8820020104,92,1,4
TBM2019070803,8820020104,101,1,4
TBM2019070803,8820020104,104,1,4
TBM2019070803,8820020104,115,1,4
TBM2019070803,8820020113,20,1,2
TBM2019070803,8820020113,80,1,2
TBM2019070803,8835280501,22,1,5
TBM2019070803,8835280501,37,1,5
TBM2019070803,8835280501,74,1,5
TBM2019070803,8835280501,77,1,5
TBM2019070803,8835280501,78,1,5
TBM2019070803,8835390100,23,1,9
TBM2019070803,8835390100,25,2,9
TBM2019070803,8835390100,27,1,9
TBM2019070803,8835390100,28,1,9
TBM2019070803,8835390100,29,1,9
TBM2019070803,8835390100,34,1,9
TBM2019070803,8835390100,36,2,9
TBM2019070803,8835390102,40,1,13
TBM2019070803,8835390102,41,1,13
TBM2019070803,8835390102,42,1,13
TBM2019070803,8835390102,44,1,13
TBM2019070803,8835390102,45,1,13
TBM2019070803,8835390102,47,1,13
TBM2019070803,8835390102,48,1,13
TBM2019070803,8835390102,49,2,13
TBM2019070803,8835390102,52,1,13
TBM2019070803,8835390102,55,2,13
TBM2019070803,8835390102,59,1,13
TBM2019070803,8835390111,41,1,13
TBM2019070803,8835390111,42,1,13
TBM2019070803,8835390111,46,1,13
TBM2019070803,8835390111,47,1,13
TBM2019070803,8835390111,48,1,13
TBM2019070803,8835390111,49,3,13
TBM2019070803,8835390111,52,1,13
TBM2019070803,8835390111,55,2,13
TBM2019070803,8835390111,57,1,13
TBM2019070803,8835390111,59,1,13
TBM2019070803,8835390203,20,1,4
TBM2019070803,8835390203,22,2,4
TBM2019070803,8835390203,24,1,4
TBM2019070803,8835430201,35,1,13
TBM2019070803,8835430201,40,1,13
TBM2019070803,8835430201,44,1,13
TBM2019070803,8835430201,45,1,13
TBM2019070803,8835430201,47,1,13
TBM2019070803,8835430201,54,1,13
TBM2019070803,8835430201,55,2,13
TBM2019070803,8835430201,58,2,13
TBM2019070803,8835430201,60,2,13
TBM2019070803,8835430201,64,1,13
TBM2019070803,8835440102,34,1,1
TBM2019070803,8842010302,35,1,1
TBM2019070803,8847010603,26,1,1
TBM2019070803,8847010701,21,2,13
TBM2019070803,8847010701,22,1,13
TBM2019070803,8847010701,24,1,13
TBM2019070803,8847010701,25,1,13
TBM2019070803,8847010701,26,2,13
TBM2019070803,8847010701,28,3,13
TBM2019070803,8847010701,30,1,13
TBM2019070803,8847010701,31,1,13
TBM2019070803,8847010701,36,1,13
TBM2019070803,8861010208,30,1,1
TBM2019070805,8804040301,20,3,10
TBM2019070805,8804040301,21,1,10
TBM2019070805,8804040301,24,2,10
TBM2019070805,8804040301,25,1,10
TBM2019070805,8804040301,30,2,10
TBM2019070805,8804040301,35,1,10
TBM2019070805,8804040501,24,1,12
TBM2019070805,8804040501,25,2,12
TBM2019070805,8804040501,27,1,12
TBM2019070805,8804040501,28,1,12
TBM2019070805,8804040501,29,1,12
TBM2019070805,8804040501,30,3,12
TBM2019070805,8804040501,31,2,12
TBM2019070805,8804040501,33,1,12
TBM2019070805,8805020300,41,1,1
TBM2019070805,8835390100,27,2,9
TBM2019070805,8835390100,28,1,9
TBM2019070805,8835390100,30,1,9
TBM2019070805,8835390100,31,2,9
TBM2019070805,8835390100,32,1,9
TBM2019070805,8835390100,34,2,9
TBM2019070805,8835390111,56,1,1
TBM2019070805,8835390203,19,1,3
TBM2019070805,8835390203,24,2,3
TBM2019070805,8835440102,30,1,1
TBM2019070805,8847010701,21,1,10
TBM2019070805,8847010701,22,1,10
TBM2019070805,8847010701,24,1,10
TBM2019070805,8847010701,26,3,10
TBM2019070805,8847010701,27,1,10
TBM2019070805,8847010701,30,1,10
TBM2019070805,8847010701,31,1,10
TBM2019070805,8847010701,44,1,10
TBM2019070901,6177010102,7,1,6
TBM2019070901,6177010102,9,1,6
TBM2019070901,6177010102,10,2,6
TBM2019070901,6177010102,11,1,6
TBM2019070901,6177010102,12,1,6
TBM2019070901,6189010301,15,1,1
TBM2019070901,8713050105,250,1,1
TBM2019070901,8741130802,318,1,1
TBM2019070901,8804040101,15,1,3
TBM2019070901,8804040101,18,1,3
TBM2019070901,8804040101,25,1,3
TBM2019070901,8804040301,15,1,13
TBM2019070901,8804040301,17,1,13
TBM2019070901,8804040301,20,2,13
TBM2019070901,8804040301,21,2,13
TBM2019070901,8804040301,25,1,13
TBM2019070901,8804040301,26,3,13
TBM2019070901,8804040301,27,3,13
TBM2019070901,8804040501,11,1,4
TBM2019070901,8804040501,14,1,4
TBM2019070901,8804040501,18,1,4
TBM2019070901,8804040501,27,1,4
TBM2019070901,8805020300,32,1,4
TBM2019070901,8805020300,36,1,4
TBM2019070901,8805020300,46,1,4
TBM2019070901,8805020300,47,1,4
TBM2019070901,8835280501,33,1,1
TBM2019070901,8835390100,16,1,13
TBM2019070901,8835390100,20,1,13
TBM2019070901,8835390100,21,1,13
TBM2019070901,8835390100,28,1,13
TBM2019070901,8835390100,32,1,13
TBM2019070901,8835390100,34,2,13
TBM2019070901,8835390100,35,2,13
TBM2019070901,8835390100,36,1,13
TBM2019070901,8835390100,37,1,13
TBM2019070901,8835390100,38,1,13
TBM2019070901,8835390100,39,1,13
TBM2019070901,8835390102,44,1,13
TBM2019070901,8835390102,47,2,13
TBM2019070901,8835390102,48,1,13
TBM2019070901,8835390102,49,3,13
TBM2019070901,8835390102,50,1,13
TBM2019070901,8835390102,51,2,13
TBM2019070901,8835390102,52,1,13
TBM2019070901,8835390102,53,2,13
TBM2019070901,8835390111,41,1,13
TBM2019070901,8835390111,42,1,13
TBM2019070901,8835390111,43,1,13
TBM2019070901,8835390111,47,2,13
TBM2019070901,8835390111,50,1,13
TBM2019070901,8835390111,51,2,13
TBM2019070901,8835390111,52,1,13
TBM2019070901,8835390111,61,1,13
TBM2019070901,8835390111,62,2,13
TBM2019070901,8835390111,64,1,13
TBM2019070901,8835430201,65,1,2
TBM2019070901,8835430201,74,1,2
TBM2019070901,8835440102,133,1,1
TBM2019070901,8847010701,22,1,13
TBM2019070901,8847010701,25,1,13
TBM2019070901,8847010701,26,1,13
TBM2019070901,8847010701,28,3,13
TBM2019070901,8847010701,31,2,13
TBM2019070901,8847010701,35,1,13
TBM2019070901,8847010701,36,2,13
TBM2019070901,8847010701,39,1,13
TBM2019070901,8847010701,42,1,13
TBM2019070901,8858030202,18,1,1
TBM2019070903,6177010102,10,2,13
TBM2019070903,6177010102,11,3,13
TBM2019070903,6177010102,12,5,13
TBM2019070903,6177010102,13,2,13
TBM2019070903,6177010102,15,1,13
TBM2019070903,8762020101,93,1,1
TBM2019070903,8777180202,295,1,1
TBM2019070903,8803020202,93,1,1
TBM2019070903,8804040301,23,1,4
TBM2019070903,8804040301,24,1,4
TBM2019070903,8804040301,27,1,4
TBM2019070903,8804040301,34,1,4
TBM2019070903,8820020113,68,1,10
TBM2019070903,8820020113,71,1,10
TBM2019070903,8820020113,74,1,10
TBM2019070903,8820020113,75,1,10
TBM2019070903,8820020113,78,1,10
TBM2019070903,8820020113,83,1,10
TBM2019070903,8820020113,86,1,10
TBM2019070903,8820020113,89,1,10
TBM2019070903,8820020113,94,1,10
TBM2019070903,8820020113,115,1,10
TBM2019070903,8835280501,18,1,3
TBM2019070903,8835280501,56,1,3
TBM2019070903,8835280501,60,1,3
TBM2019070903,8835390100,16,1,13
TBM2019070903,8835390100,18,1,13
TBM2019070903,8835390100,19,1,13
TBM2019070903,8835390100,21,1,13
TBM2019070903,8835390100,22,1,13
TBM2019070903,8835390100,24,2,13
TBM2019070903,8835390100,28,1,13
TBM2019070903,8835390100,29,1,13
TBM2019070903,8835390100,30,1,13
TBM2019070903,8835390100,31,1,13
TBM2019070903,8835390100,34,1,13
TBM2019070903,8835390100,37,1,13
TBM2019070903,8835390102,41,1,13
TBM2019070903,8835390102,43,2,13
TBM2019070903,8835390102,45,1,13
TBM2019070903,8835390102,47,1,13
TBM2019070903,8835390102,48,2,13
TBM2019070903,8835390102,49,2,13
TBM2019070903,8835390102,51,1,13
TBM2019070903,8835390102,52,2,13
TBM2019070903,8835390102,53,1,13
TBM2019070903,8835390111,44,1,3
TBM2019070903,8835390111,50,1,3
TBM2019070903,8835390111,64,1,3
TBM2019070903,8835400201,47,2,3
TBM2019070903,8835400201,55,1,3
TBM2019070903,8835430201,42,1,5
TBM2019070903,8835430201,49,1,5
TBM2019070903,8835430201,50,1,5
TBM2019070903,8835430201,51,1,5
TBM2019070903,8835430201,55,1,5
TBM2019070903,8842010302,35,1,4
TBM2019070903,8842010302,37,1,4
TBM2019070903,8842010302,39,1,4
TBM2019070903,8842010302,53,1,4
TBM2019070903,8847010600,11,1,6
TBM2019070903,8847010600,17,1,6
TBM2019070903,8847010600,18,1,6
TBM2019070903,8847010600,19,3,6
TBM2019070903,8847010603,20,1,2
TBM2019070903,8847010603,24,1,2
TBM2019070903,8847010701,33,1,2
TBM2019070903,8847010701,39,1,2
TBM2019071102,8803010399,111,1,12
TBM2019071102,8803010399,150,1,12
TBM2019071102,8803010399,151,1,12
TBM2019071102,8803010399,170,1,12
TBM2019071102,8803010399,171,1,12
TBM2019071102,8803010399,173,1,12
TBM2019071102,8803010399,180,1,12
TBM2019071102,8803010399,186,1,12
TBM2019071102,8803010399,193,1,12
TBM2019071102,8803010399,197,1,12
TBM2019071102,8803010399,198,1,12
TBM2019071102,8803010399,202,1,12
TBM2019071102,8835390100,14,2,15
TBM2019071102,8835390100,16,2,15
TBM2019071102,8835390100,17,1,15
TBM2019071102,8835390100,18,4,15
TBM2019071102,8835390100,19,3,15
TBM2019071102,8835390100,20,1,15
TBM2019071102,8835390100,22,1,15
TBM2019071102,8835390100,29,1,15
TBM2019071106,6177010102,4,2,10
TBM2019071106,6177010102,5,2,10
TBM2019071106,6177010102,6,3,10
TBM2019071106,6177010102,9,1,10
TBM2019071106,6177010102,11,2,10
TBM2019071106,8747020201,28,4,16
TBM2019071106,8747020201,29,1,16
TBM2019071106,8747020201,30,4,16
TBM2019071106,8747020201,31,2,16
TBM2019071106,8747020201,32,2,16
TBM2019071106,8747020201,33,2,16
TBM2019071106,8747020201,34,1,16
TBM2019071106,8747020202,21,2,25
TBM2019071106,8747020202,22,2,25
TBM2019071106,8747020202,23,1,25
TBM2019071106,8747020202,24,3,25
TBM2019071106,8747020202,25,3,25
TBM2019071106,8747020202,26,3,25
TBM2019071106,8747020202,27,6,25
TBM2019071106,8747020202,28,3,25
TBM2019071106,8747020202,29,1,25
TBM2019071106,8747020202,30,1,25
TBM2019071106,8820020104,106,1,1
TBM2019071106,8820020113,70,1,2
TBM2019071106,8820020113,76,1,2
TBM2019071106,8835390100,16,1,10
TBM2019071106,8835390100,18,1,10
TBM2019071106,8835390100,19,4,10
TBM2019071106,8835390100,27,1,10
TBM2019071106,8835390100,29,2,10
TBM2019071106,8835390100,37,1,10
TBM2019071106,8835390102,41,1,3
TBM2019071106,8835390102,44,1,3
TBM2019071106,8835390102,59,1,3
TBM2019071106,8835440102,22,1,3
TBM2019071106,8835440102,24,1,3
TBM2019071106,8835440102,26,1,3
TBM2019071106,8847010600,16,4,10
TBM2019071106,8847010600,18,2,10
TBM2019071106,8847010600,19,4,10
TBM2019071106,8847010603,20,1,16
TBM2019071106,8847010603,21,4,16
TBM2019071106,8847010603,22,4,16
TBM2019071106,8847010603,23,1,16
TBM2019071106,8847010603,24,3,16
TBM2019071106,8847010603,26,1,16
TBM2019071106,8847010603,27,2,16
TBM2019071106,8847010701,26,1,10
TBM2019071106,8847010701,27,2,10
TBM2019071106,8847010701,30,1,10
TBM2019071106,8847010701,31,1,10
TBM2019071106,8847010701,32,2,10
TBM2019071106,8847010701,36,1,10
TBM2019071106,8847010701,37,1,10
TBM2019071106,8847010701,40,1,10
TBM2019071408,8835280501,17,1,1
TBM2019071501,6177010102,6,1,12
TBM2019071501,6177010102,7,2,12
TBM2019071501,6177010102,8,2,12
TBM2019071501,6177010102,9,1,12
TBM2019071501,6177010102,10,1,12
TBM2019071501,6177010102,11,1,12
TBM2019071501,6177010102,12,1,12
TBM2019071501,6177010102,13,1,12
TBM2019071501,6177010102,14,2,12
TBM2019071501,8747010803,33,1,4
TBM2019071501,8747010803,45,1,4
TBM2019071501,8747010803,51,1,4
TBM2019071501,8747010803,58,1,4
TBM2019071501,8803020200,47,1,1
TBM2019071501,8804040301,22,3,13
TBM2019071501,8804040301,23,2,13
TBM2019071501,8804040301,25,2,13
TBM2019071501,8804040301,26,2,13
TBM2019071501,8804040301,27,1,13
TBM2019071501,8804040301,28,2,13
TBM2019071501,8804040301,29,1,13
TBM2019071501,8805020300,38,1,13
TBM2019071501,8805020300,42,1,13
TBM2019071501,8805020300,44,1,13
TBM2019071501,8805020300,45,4,13
TBM2019071501,8805020300,48,1,13
TBM2019071501,8805020300,50,2,13
TBM2019071501,8805020300,51,1,13
TBM2019071501,8805020300,54,1,13
TBM2019071501,8805020300,56,1,13
TBM2019071501,8820020113,74,1,1
TBM2019071501,8835430201,42,1,13
TBM2019071501,8835430201,43,2,13
TBM2019071501,8835430201,44,1,13
TBM2019071501,8835430201,47,1,13
TBM2019071501,8835430201,48,1,13
TBM2019071501,8835430201,51,1,13
TBM2019071501,8835430201,52,1,13
TBM2019071501,8835430201,55,2,13
TBM2019071501,8835430201,56,1,13
TBM2019071501,8835430201,57,1,13
TBM2019071501,8835430201,64,1,13
TBM2019071501,8835440301,50,1,2
TBM2019071501,8835440301,58,1,2
TBM2019071601,6177010102,8,1,13
TBM2019071601,6177010102,10,4,13
TBM2019071601,6177010102,11,3,13
TBM2019071601,6177010102,12,2,13
TBM2019071601,6177010102,15,1,13
TBM2019071601,6177010102,19,2,13
TBM2019071601,6189010301,18,1,2
TBM2019071601,6189010301,19,1,2
TBM2019071601,8747020202,37,1,3
TBM2019071601,8747020202,40,2,3
TBM2019071601,8804040301,15,1,13
TBM2019071601,8804040301,18,3,13
TBM2019071601,8804040301,20,4,13
TBM2019071601,8804040301,21,2,13
TBM2019071601,8804040301,22,2,13
TBM2019071601,8804040301,26,1,13
TBM2019071601,8804040501,13,1,1
TBM2019071601,8820020113,70,1,4
TBM2019071601,8820020113,72,1,4
TBM2019071601,8820020113,78,1,4
TBM2019071601,8820020113,85,1,4
TBM2019071601,8835280501,38,1,1
TBM2019071601,8835390100,22,1,13
TBM2019071601,8835390100,25,1,13
TBM2019071601,8835390100,28,1,13
TBM2019071601,8835390100,29,2,13
TBM2019071601,8835390100,30,2,13
TBM2019071601,8835390100,31,1,13
TBM2019071601,8835390100,33,1,13
TBM2019071601,8835390100,34,1,13
TBM2019071601,8835390100,35,2,13
TBM2019071601,8835390100,36,1,13
TBM2019071601,8835390102,45,1,13
TBM2019071601,8835390102,46,1,13
TBM2019071601,8835390102,48,1,13
TBM2019071601,8835390102,49,1,13
TBM2019071601,8835390102,50,3,13
TBM2019071601,8835390102,51,3,13
TBM2019071601,8835390102,52,1,13
TBM2019071601,8835390102,53,1,13
TBM2019071601,8835390102,55,1,13
TBM2019071601,8835390111,42,3,13
TBM2019071601,8835390111,43,1,13
TBM2019071601,8835390111,45,1,13
TBM2019071601,8835390111,47,1,13
TBM2019071601,8835390111,48,1,13
TBM2019071601,8835390111,50,1,13
