Reference,Beg_end,Period,WindDirection,WindSpeed,CloudCover,Precipitation,Tide,Current,Flag
TBM1989042201,B,2,NW,5,30,N,LR,,
TBM1989042201,E,2,.,,60,N,.,,
TBM1989042202,B,2,NW,5,30,N,LR,,
TBM1989042202,E,2,.,,60,N,.,,
TBM1989042203,B,2,NW,5,30,N,LR,,
TBM1989042203,E,2,.,,60,N,.,,
TBM1989042401,B,1,SE,8,30,N,LR,,
TBM1989042401,E,1,SE,10,60,N,LR,,
TBM1989042402,B,1,SE,8,30,N,LR,,
TBM1989042402,E,1,SE,10,60,N,LR,,
TBM1989042403,B,1,SE,8,30,N,LR,,
TBM1989042403,E,1,SE,10,60,N,LR,,
TBM1989042404,B,1,SE,8,30,N,LR,,
TBM1989042404,E,1,SE,10,60,N,LR,,
TBM1989042405,B,1,SE,10,30,N,LR,,
TBM1989042405,E,1,SE,10,60,N,.,,
TBM1989042406,B,1,SE,10,30,N,LR,,
TBM1989042406,E,1,SE,10,60,N,.,,
TBM1989042407,B,1,SE,10,30,N,LR,,
TBM1989042407,E,1,SE,10,60,N,.,,
TBM1989042408,B,2,SE,15,30,N,MR,,
TBM1989042408,E,2,SE,15,60,N,.,,
TBM1989042409,B,2,SE,15,30,N,MR,,
TBM1989042409,E,2,SE,15,60,N,.,,
TBM1989042410,B,2,SE,15,30,N,MR,,
TBM1989042410,E,2,SE,15,60,N,.,,
TBM1989042411,B,2,S,5,30,N,MR,,
TBM1989042411,E,2,S,5,60,N,.,,
TBM1989042412,B,2,S,5,30,N,MR,,
TBM1989042412,E,2,S,5,60,N,.,,
TBM1989042413,B,2,S,5,30,N,MR,,
TBM1989042413,E,2,S,5,60,N,.,,
TBM1989042414,B,2,S,5,30,N,MR,,
TBM1989042414,E,2,S,5,60,N,.,,
TBM1989042415,B,2,S,5,30,N,MR,,
TBM1989042415,E,2,S,5,60,N,.,,
TBM1989042416,B,2,S,5,30,N,MR,,
TBM1989042416,E,2,S,5,60,N,.,,
TBM1989042417,B,2,S,5,30,N,HR,,
TBM1989042417,E,2,S,5,60,N,.,,
TBM1989042418,B,2,S,5,30,N,HR,,
TBM1989042418,E,2,S,5,60,N,.,,
TBM1989042419,B,2,S,10,30,N,HR,,
TBM1989042419,E,2,S,10,60,N,.,,
TBM1989042501,B,1,SE,1,30,N,LS,,
TBM1989042501,E,1,SE,1,60,N,LR,,
TBM1989042502,B,1,SE,1,30,N,LS,,
TBM1989042502,E,1,SE,1,60,N,LR,,
TBM1989042503,B,1,SE,1,30,N,LS,,
TBM1989042503,E,1,SE,1,60,N,LR,,
TBM1989042504,B,1,SE,1,30,N,LS,,
TBM1989042504,E,1,SE,1,60,N,LR,,
TBM1989042505,B,1,SE,1,30,N,LS,,
TBM1989042505,E,1,SE,1,60,N,LS,,
TBM1989042506,B,1,SE,1,30,N,LS,,
TBM1989042506,E,1,SE,1,60,N,LS,,
TBM1989042507,B,1,SE,1,30,N,LS,,
TBM1989042507,E,1,SE,1,60,N,LS,,
TBM1989042508,B,1,SE,1,30,N,LS,,
TBM1989042508,E,1,SE,1,60,N,LS,,
TBM1989042509,B,1,SE,1,30,N,LS,,
TBM1989042509,E,1,SE,1,60,N,LS,,
TBM1989042510,B,1,SE,1,30,N,LS,,
TBM1989042510,E,1,SE,1,60,N,LS,,
TBM1989042511,B,2,SE,3,30,N,LR,,
TBM1989042511,E,2,SE,3,60,N,LR,,
TBM1989042512,B,2,SE,3,30,N,LR,,
TBM1989042512,E,2,SE,3,60,N,LR,,
TBM1989042513,B,2,SE,3,30,N,LR,,
TBM1989042513,E,2,SE,3,60,N,LR,,
TBM1989042514,B,2,SW,5,30,N,LR,,
TBM1989042514,E,2,SW,5,60,N,LR,,
TBM1989042515,B,2,SW,5,30,N,LR,,
TBM1989042515,E,2,SW,5,60,N,LR,,
TBM1989042516,B,2,SW,5,30,N,LR,,
TBM1989042516,E,2,SW,5,60,N,LR,,
TBM1989042517,B,2,SW,5,30,N,MR,,
TBM1989042517,E,2,SW,5,60,N,MR,,
TBM1989042518,B,2,SW,5,30,N,MR,,
TBM1989042518,E,2,SW,5,60,N,MR,,
TBM1989042519,B,2,SW,5,30,N,MR,,
TBM1989042519,E,2,SW,5,60,N,MR,,
TBM1989042701,B,2,NW,5,30,N,LR,,
TBM1989042701,E,2,.,,60,N,.,,
TBM1989042702,B,2,NW,5,30,N,LR,,
TBM1989042702,E,2,.,,60,N,.,,
TBM1989042703,B,2,NW,5,30,N,LR,,
TBM1989042703,E,2,.,,60,N,.,,
TBM1989042704,B,2,NW,5,30,N,LR,,
TBM1989042704,E,2,.,,60,N,.,,
TBM1989042705,B,2,NW,5,30,N,LR,,
TBM1989042705,E,2,.,,60,N,.,,
TBM1989042706,B,2,NW,5,30,N,LR,,
TBM1989042706,E,2,.,,60,N,.,,
TBM1989042707,B,2,NW,5,30,N,LR,,
TBM1989042707,E,2,.,,60,N,.,,
TBM1989042708,B,2,NW,5,30,N,LR,,
TBM1989042708,E,2,.,,60,N,.,,
TBM1989042709,B,2,NW,5,30,N,LR,,
TBM1989042709,E,2,.,,60,N,.,,
TBM1989042710,B,2,NW,5,30,N,MR,,
TBM1989042710,E,2,.,,60,N,.,,
TBM1989042711,B,2,NW,5,30,N,MR,,
TBM1989042711,E,2,.,,60,N,.,,
TBM1989042712,B,2,NW,5,30,N,MR,,
TBM1989042712,E,2,.,,60,N,.,,
TBM1989042713,B,2,NW,5,30,N,MR,,
TBM1989042713,E,2,.,,60,N,.,,
TBM1989042714,B,2,NW,5,30,N,MR,,
TBM1989042714,E,2,.,,60,N,.,,
TBM1989042715,B,2,NW,5,30,N,MR,,
TBM1989042715,E,2,.,,60,N,.,,
TBM1989042716,B,2,NW,5,30,N,HR,,
TBM1989042716,E,2,.,,60,N,.,,
TBM1989042717,B,2,NW,5,30,N,HR,,
TBM1989042717,E,2,.,,60,N,.,,
TBM1989042718,B,2,NW,5,30,N,HR,,
TBM1989042718,E,2,.,,60,N,.,,
TBM1989042719,B,2,NW,5,30,N,HR,,
TBM1989042719,E,2,.,,60,N,.,,
TBM1989042720,B,2,NW,5,30,N,HR,,
TBM1989042720,E,2,.,,60,N,.,,
TBM1989042721,B,2,NW,5,30,N,HR,,
TBM1989042721,E,2,.,,60,N,.,,
TBM1989042722,B,2,SW,5,30,N,HR,,
TBM1989042722,E,2,.,,60,N,.,,
TBM1989042723,B,2,SW,5,30,N,HR,,
TBM1989042723,E,2,.,,60,N,.,,
TBM1989042724,B,2,SW,5,30,N,HR,,
TBM1989042724,E,2,.,,60,N,.,,
TBM1989042725,B,2,SE,10,30,N,HR,,
TBM1989042725,E,2,.,,60,N,.,,
TBM1989042726,B,2,SE,10,30,N,HR,,
TBM1989042726,E,2,.,,60,N,.,,
TBM1989042727,B,2,SE,10,30,N,HR,,
TBM1989042727,E,2,.,,60,N,.,,
TBM1989050101,B,1,SW,15,30,N,LR,,
TBM1989050101,E,1,0,0,60,N,.,,
TBM1989050102,B,1,SW,15,30,N,LR,,
TBM1989050102,E,1,0,0,60,N,.,,
TBM1989050103,B,1,SW,15,30,N,LR,,
TBM1989050103,E,1,0,0,60,N,.,,
TBM1989050104,B,1,SW,15,30,N,LR,,
TBM1989050104,E,1,0,0,60,N,.,,
TBM1989050105,B,2,S,20,30,N,MR,,
TBM1989050105,E,2,.,,60,N,.,,
TBM1989050106,B,2,S,20,30,N,MR,,
TBM1989050106,E,2,.,,60,N,.,,
TBM1989050107,B,2,S,25,30,N,MR,,
TBM1989050107,E,2,.,,60,N,.,,
TBM1989050201,B,2,N,15,30,N,LR,,
TBM1989050201,E,2,.,,60,N,.,,
TBM1989050202,B,2,N,10,30,N,LR,,
TBM1989050202,E,2,.,,60,N,.,,
TBM1989050203,B,2,N,10,30,N,LR,,
TBM1989050203,E,2,.,,60,N,.,,
TBM1989050204,B,2,N,10,30,N,LR,,
TBM1989050204,E,2,.,,60,N,.,,
TBM1989050205,B,2,N,10,30,N,MR,,
TBM1989050205,E,2,.,,60,N,.,,
TBM1989050206,B,2,N,10,30,N,MR,,
TBM1989050206,E,2,.,,60,N,.,,
TBM1989050207,B,2,N,10,30,N,MR,,
TBM1989050207,E,2,.,,60,N,.,,
TBM1989050208,B,2,N,10,30,N,HR,,
TBM1989050208,E,2,.,,60,N,.,,
TBM1989050209,B,2,N,10,30,N,HR,,
TBM1989050209,E,2,.,,60,N,.,,
TBM1989050210,B,2,NW,15,30,N,HR,,
TBM1989050210,E,2,.,,60,N,.,,
TBM1989050211,B,2,NW,15,30,N,HR,,
TBM1989050211,E,2,.,,60,N,.,,
TBM1989050212,B,2,NW,15,30,N,HR,,
TBM1989050212,E,2,.,,60,N,.,,
TBM1989050301,B,1,.,,30,N,LS,,
TBM1989050301,E,1,E,5,60,N,LR,,
TBM1989050302,B,1,.,,30,N,LS,,
TBM1989050302,E,1,E,5,60,N,LR,,
TBM1989050303,B,1,.,,30,N,LS,,
TBM1989050303,E,1,E,5,60,N,LR,,
TBM1989050304,B,1,.,,30,N,LS,,
TBM1989050304,E,1,E,5,60,N,LR,,
TBM1989050305,B,1,E,2,30,N,LS,,
TBM1989050305,E,1,.,,60,N,.,,
TBM1989050306,B,1,E,2,30,N,LS,,
TBM1989050306,E,1,.,,60,N,.,,
TBM1989050307,B,1,E,2,30,N,LS,,
TBM1989050307,E,1,.,,60,N,.,,
TBM1989050308,B,2,E,5,30,N,LR,,
TBM1989050308,E,2,.,,60,N,.,,
TBM1989050309,B,2,E,5,30,N,LR,,
TBM1989050309,E,2,.,,60,N,.,,
TBM1989050310,B,2,E,5,30,N,LR,,
TBM1989050310,E,2,.,,60,N,.,,
TBM1989050311,B,2,NE,5,30,N,LR,,
TBM1989050311,E,2,.,,60,N,.,,
TBM1989050312,B,2,NE,5,30,N,LR,,
TBM1989050312,E,2,.,,60,N,.,,
TBM1989050313,B,2,NE,5,30,N,LR,,
TBM1989050313,E,2,.,,60,N,.,,
TBM1989050314,B,2,NE,5,30,N,LR,,
TBM1989050314,E,2,.,,60,N,.,,
TBM1989050315,B,2,NE,5,30,N,LR,,
TBM1989050315,E,2,.,,60,N,.,,
TBM1989050316,B,2,NE,5,30,N,LR,,
TBM1989050316,E,2,.,,60,N,.,,
TBM1989050317,B,2,NE,5,30,N,MR,,
TBM1989050317,E,2,.,,60,N,.,,
TBM1989050318,B,2,NE,5,30,N,MR,,
TBM1989050318,E,2,.,,60,N,.,,
TBM1989050319,B,2,NE,5,30,N,MR,,
TBM1989050319,E,2,.,,60,N,.,,
TBM1989050401,B,2,E,8,30,N,LS,,
TBM1989050401,E,2,.,,60,N,.,,
TBM1989050402,B,2,E,8,30,N,LS,,
TBM1989050402,E,2,.,,60,N,.,,
TBM1989050403,B,2,E,8,30,N,LS,,
TBM1989050403,E,2,.,,60,N,.,,
TBM1989050404,B,2,E,8,30,N,LS,,
TBM1989050404,E,2,.,,60,N,.,,
TBM1989050405,B,2,E,8,30,N,LS,,
TBM1989050405,E,2,.,,60,N,.,,
TBM1989050406,B,2,E,8,30,N,LS,,
TBM1989050406,E,2,.,,60,N,.,,
TBM1989050407,B,2,E,8,30,N,LS,,
TBM1989050407,E,2,.,,60,N,.,,
TBM1989050408,B,2,E,8,30,N,LS,,
TBM1989050408,E,2,.,,60,N,.,,
TBM1989050409,B,2,E,8,30,N,LS,,
TBM1989050409,E,2,.,,60,N,.,,
TBM1989050410,B,2,E,8,30,N,LS,,
TBM1989050410,E,2,.,,60,N,.,,
TBM1989050411,B,2,E,8,30,N,LS,,
TBM1989050411,E,2,.,,60,N,.,,
TBM1989050412,B,2,E,8,30,N,LS,,
TBM1989050412,E,2,.,,60,N,.,,
TBM1989050413,B,2,E,8,30,N,LS,,
TBM1989050413,E,2,.,,60,N,.,,
TBM1989050414,B,2,E,8,30,N,LS,,
TBM1989050414,E,2,.,,60,N,.,,
TBM1989050415,B,2,E,8,30,N,LS,,
TBM1989050415,E,2,.,,60,N,.,,
TBM1989050416,B,2,E,10,30,N,LR,,
TBM1989050416,E,2,.,,60,N,.,,
TBM1989050417,B,2,E,10,30,N,LR,,
TBM1989050417,E,2,.,,60,N,.,,
TBM1989050418,B,2,E,10,30,N,LR,,
TBM1989050418,E,2,.,,60,N,.,,
TBM1989050419,B,2,E,10,30,N,LR,,
TBM1989050419,E,2,.,,60,N,.,,
TBM1989050420,B,2,E,10,30,N,LR,,
TBM1989050420,E,2,.,,60,N,.,,
TBM1989050421,B,2,E,10,30,N,LR,,
TBM1989050421,E,2,.,,60,N,.,,
TBM1989050422,B,2,E,10,30,N,LR,,
TBM1989050422,E,2,.,,60,N,.,,
TBM1989050423,B,2,E,10,30,N,LR,,
TBM1989050423,E,2,.,,60,N,.,,
TBM1989050424,B,2,E,10,30,N,LR,,
TBM1989050424,E,2,.,,60,N,.,,
TBM1989050425,B,2,E,10,30,N,LR,,
TBM1989050425,E,2,.,,60,N,.,,
TBM1989050426,B,2,E,10,30,N,LR,,
TBM1989050426,E,2,.,,60,N,.,,
TBM1989050427,B,2,E,10,30,N,LR,,
TBM1989050427,E,2,.,,60,N,.,,
TBM1989050428,B,2,E,9,30,N,MR,,
TBM1989050428,E,2,.,,60,N,.,,
TBM1989050429,B,2,E,9,30,N,MR,,
TBM1989050429,E,2,.,,60,N,.,,
TBM1989050430,B,2,E,9,30,N,MR,,
TBM1989050430,E,2,.,,60,N,.,,
TBM1989050801,B,3,NW,10,30,N,MF,,
TBM1989050801,E,3,NW,10,60,N,MF,,
TBM1989050802,B,3,NW,10,30,N,MF,,
TBM1989050802,E,3,NW,10,60,N,MF,,
TBM1989050803,B,3,NW,10,30,N,MF,,
TBM1989050803,E,3,NW,10,60,N,MF,,
TBM1989050804,B,3,NW,10,30,N,MF,,
TBM1989050804,E,3,NW,10,60,N,MF,,
TBM1989050805,B,3,NW,10,30,N,MF,,
TBM1989050805,E,3,.,,60,N,.,,
TBM1989050806,B,3,NW,10,30,N,MF,,
TBM1989050806,E,3,.,,60,N,.,,
TBM1989050807,B,3,NW,10,30,N,MF,,
TBM1989050807,E,3,W,,60,N,.,,
TBM1989050808,B,3,NW,10,30,N,MF,,
TBM1989050808,E,3,W,,60,N,.,,
TBM1989050809,B,3,NW,10,30,N,MF,,
TBM1989050809,E,3,W,,60,N,.,,
TBM1989050810,B,3,NW,10,30,N,MF,,
TBM1989050810,E,3,W,,60,N,.,,
TBM1989050811,B,4,NW,5,30,N,MF,,
TBM1989050811,E,4,W,,60,N,.,,
TBM1989050812,B,4,NW,5,30,N,MF,,
TBM1989050812,E,4,W,,60,N,.,,
TBM1989050813,B,4,NW,5,30,N,MF,,
TBM1989050813,E,4,W,,60,N,.,,
TBM1989050814,B,4,NW,8,30,N,LF,,
TBM1989050814,E,4,W,,60,N,.,,
TBM1989050815,B,4,NW,8,30,N,LF,,
TBM1989050815,E,4,W,,60,N,.,,
TBM1989050816,B,4,NW,8,30,N,LF,,
TBM1989050816,E,4,W,,60,N,.,,
TBM1989050901,B,4,W,5,30,N,LF,,
TBM1989050901,E,4,.,,60,N,.,,
TBM1989050902,B,3,W,10,30,N,HF,,
TBM1989050902,E,3,W,,60,N,.,,
TBM1989050903,B,3,W,10,30,N,HF,,
TBM1989050903,E,3,W,,60,N,.,,
TBM1989050904,B,3,W,10,30,N,HF,,
TBM1989050904,E,3,W,,60,N,.,,
TBM1989050905,B,3,W,10,30,N,MF,,
TBM1989050905,E,3,W,,60,N,.,,
TBM1989050906,B,3,W,10,30,N,MF,,
TBM1989050906,E,3,W,,60,N,.,,
TBM1989050907,B,3,W,10,30,N,MF,,
TBM1989050907,E,3,.,,60,N,.,,
TBM1989050908,B,4,W,10,30,N,MF,,
TBM1989050908,E,4,.,,60,N,.,,
TBM1989050909,B,4,W,10,30,N,MF,,
TBM1989050909,E,4,.,,60,N,.,,
TBM1989050910,B,4,W,5,30,N,MF,,
TBM1989050910,E,4,.,,60,N,.,,
TBM1989050911,B,4,W,5,30,N,LF,,
TBM1989050911,E,4,.,,60,N,.,,
TBM1989051001,B,4,W,10,30,N,LF,,
TBM1989051001,E,4,.,,60,N,.,,
TBM1989051002,B,4,W,5,30,N,LF,,
TBM1989051002,E,4,.,,60,N,.,,
TBM1989051003,B,4,W,12,30,N,LS,,
TBM1989051003,E,4,.,,60,N,.,,
TBM1989051004,B,4,W,12,30,N,LS,,
TBM1989051004,E,4,.,,60,N,.,,
TBM1989051005,B,4,W,12,30,N,LS,,
TBM1989051005,E,4,.,,60,N,.,,
TBM1989051006,B,3,SW,12,30,N,HF,,
TBM1989051006,E,3,SW,12,60,N,MF,,
TBM1989051007,B,3,SW,12,30,N,HF,,
TBM1989051007,E,3,SW,12,60,N,MF,,
TBM1989051008,B,3,SW,12,30,N,HF,,
TBM1989051008,E,3,SW,12,60,N,MF,,
TBM1989051009,B,3,SW,12,30,N,HF,,
TBM1989051009,E,3,SW,12,60,N,MF,,
TBM1989051010,B,3,W,12,30,N,HF,,
TBM1989051010,E,3,.,,60,N,.,,
TBM1989051011,B,3,W,12,30,N,HF,,
TBM1989051011,E,3,.,,60,N,.,,
TBM1989051012,B,3,W,12,30,N,HF,,
TBM1989051012,E,3,.,,60,N,.,,
TBM1989051013,B,4,W,12,30,N,MF,,
TBM1989051013,E,4,.,,60,N,.,,
TBM1989051014,B,4,SW,12,30,N,MF,,
TBM1989051014,E,4,.,,60,N,.,,
TBM1989051015,B,4,SW,12,30,N,MF,,
TBM1989051015,E,4,.,,60,N,.,,
TBM1989051016,B,4,W,10,30,N,LF,,
TBM1989051016,E,4,.,,60,N,.,,
TBM1989051017,B,4,W,10,30,N,LF,,
TBM1989051017,E,4,.,,60,N,.,,
TBM1989051501,B,3,N,10,30,N,LR,,
TBM1989051501,E,3,N,5,60,N,MR,,
TBM1989051502,B,3,N,10,30,N,LR,,
TBM1989051502,E,3,N,5,60,N,MR,,
TBM1989051503,B,3,N,10,30,N,LR,,
TBM1989051503,E,3,N,5,60,N,MR,,
TBM1989051504,B,3,N,10,30,N,LR,,
TBM1989051504,E,3,N,5,60,N,MR,,
TBM1989051505,B,3,N,10,30,N,LR,,
TBM1989051505,E,3,N,5,60,N,MR,,
TBM1989051506,B,3,N,10,30,N,LR,,
TBM1989051506,E,3,N,5,60,N,MR,,
TBM1989051507,B,3,N,10,30,N,LR,,
TBM1989051507,E,3,N,5,60,N,MR,,
TBM1989051508,B,3,N,10,30,N,LR,,
TBM1989051508,E,3,N,5,60,N,MR,,
TBM1989051509,B,3,N,10,30,N,LR,,
TBM1989051509,E,3,N,5,60,N,MR,,
TBM1989051510,B,3,N,10,30,N,LR,,
TBM1989051510,E,3,N,5,60,N,MR,,
TBM1989051511,B,3,N,10,30,N,LR,,
TBM1989051511,E,3,N,5,60,N,MR,,
TBM1989051512,B,3,N,10,30,N,LR,,
TBM1989051512,E,3,N,5,60,N,MR,,
TBM1989051513,B,4,N,5,30,N,HR,,
TBM1989051513,E,4,N,5,60,N,HR,,
TBM1989051514,B,4,N,5,30,N,HR,,
TBM1989051514,E,4,N,5,60,N,HR,,
TBM1989051515,B,4,N,5,30,N,HR,,
TBM1989051515,E,4,N,5,60,N,HR,,
TBM1989051516,B,4,N,5,30,N,HR,,
TBM1989051516,E,4,N,5,60,N,HR,,
TBM1989051517,B,4,N,5,30,N,HR,,
TBM1989051517,E,4,N,5,60,N,HR,,
TBM1989051518,B,4,N,5,30,N,HR,,
TBM1989051518,E,4,N,5,60,N,HR,,
TBM1989051519,B,4,N,5,30,N,HR,,
TBM1989051519,E,4,N,5,60,N,HR,,
TBM1989051520,B,4,N,5,30,N,HR,,
TBM1989051520,E,4,N,5,60,N,HR,,
TBM1989051521,B,4,N,5,30,N,HR,,
TBM1989051521,E,4,N,5,60,N,HR,,
TBM1989051522,B,4,N,5,30,N,HR,,
TBM1989051522,E,4,N,5,60,N,HR,,
TBM1989051523,B,4,N,5,30,N,HR,,
TBM1989051523,E,4,N,5,60,N,HR,,
TBM1989051524,B,4,N,5,30,N,HR,,
TBM1989051524,E,4,N,5,60,N,HR,,
TBM1989051601,B,3,W,10,30,N,LR,,
TBM1989051601,E,3,W,10,60,N,.,,
TBM1989051602,B,3,W,10,30,N,LR,,
TBM1989051602,E,3,W,10,60,N,.,,
TBM1989051603,B,3,W,10,30,N,LR,,
TBM1989051603,E,3,W,10,60,N,.,,
TBM1989051604,B,3,W,10,30,N,LR,,
TBM1989051604,E,3,W,10,60,N,.,,
TBM1989051605,B,3,W,10,30,N,LR,,
TBM1989051605,E,3,W,10,60,N,.,,
TBM1989051606,B,3,W,10,30,N,LR,,
TBM1989051606,E,3,W,10,60,N,.,,
TBM1989051607,B,4,W,10,30,N,MR,,
TBM1989051607,E,4,W,10,60,N,.,,
TBM1989051608,B,4,W,10,30,N,MR,,
TBM1989051608,E,4,W,10,60,N,.,,
TBM1989051609,B,4,W,10,30,N,MR,,
TBM1989051609,E,4,W,10,60,N,.,,
TBM1989051610,B,4,W,10,30,N,HR,,
TBM1989051610,E,4,W,10,60,N,.,,
TBM1989051611,B,4,W,10,30,N,HR,,
TBM1989051611,E,4,W,10,60,N,.,,
TBM1989051612,B,4,W,10,30,N,HR,,
TBM1989051612,E,4,W,10,60,N,.,,
TBM1989051613,B,4,N,5,30,N,HS,,
TBM1989051613,E,4,N,5,60,N,.,,
TBM1989051614,B,4,N,5,30,N,HS,,
TBM1989051614,E,4,N,5,60,N,.,,
TBM1989051615,B,4,N,5,30,N,HS,,
TBM1989051615,E,4,N,5,60,N,.,,
TBM1989051701,B,3,NW,8,30,N,LR,,
TBM1989051701,E,3,NW,8,60,N,.,,
TBM1989051702,B,3,NW,8,30,N,LR,,
TBM1989051702,E,3,NW,8,60,N,.,,
TBM1989051703,B,3,NW,10,30,N,LR,,
TBM1989051703,E,3,NW,10,60,N,.,,
TBM1989051704,B,4,NW,8,30,N,LR,,
TBM1989051704,E,4,NW,8,60,N,.,,
TBM1989051705,B,4,N,5,30,N,MR,,
TBM1989051705,E,4,N,5,60,N,.,,
TBM1989051706,B,4,N,5,30,N,MR,,
TBM1989051706,E,4,N,5,60,N,.,,
TBM1989051707,B,4,N,5,30,N,MR,,
TBM1989051707,E,4,N,5,60,N,.,,
TBM1989051801,B,4,N,5,30,N,MR,,
TBM1989051801,E,4,N,5,60,N,.,,
TBM1989051802,B,4,N,5,30,N,MR,,
TBM1989051802,E,4,N,5,60,N,.,,
TBM1989051803,B,4,N,5,30,N,HR,,
TBM1989051803,E,4,N,5,60,N,.,,
TBM1989051804,B,4,N,5,30,N,HR,,
TBM1989051804,E,4,N,5,60,N,.,,
TBM1989051805,B,4,N,5,30,N,HS,,
TBM1989051805,E,4,N,5,60,N,.,,
TBM1989051806,B,4,N,10,30,N,HS,,
TBM1989051806,E,4,N,10,60,N,.,,
TBM1989051807,B,4,N,5,30,N,HS,,
TBM1989051807,E,4,N,5,60,N,.,,
TBM1989051808,B,4,N,5,30,N,HS,,
TBM1989051808,E,4,N,5,60,N,.,,
TBM1989052201,B,3,SW,8,30,N,MF,,
TBM1989052201,E,3,SW,8,60,N,.,,
TBM1989052202,B,3,SW,8,30,N,MF,,
TBM1989052202,E,3,SW,8,60,N,.,,
TBM1989052203,B,3,SW,9,30,N,MF,,
TBM1989052203,E,3,SW,9,60,N,.,,
TBM1989052204,B,3,S,9,30,N,LF,,
TBM1989052204,E,3,S,9,60,N,.,,
TBM1989052205,B,3,S,9,30,N,LF,,
TBM1989052205,E,3,S,9,60,N,.,,
TBM1989052206,B,3,SW,5,30,N,LF,,
TBM1989052206,E,3,SW,5,60,N,.,,
TBM1989052207,B,3,NW,10,30,N,LF,,
TBM1989052207,E,3,NW,10,60,N,.,,
TBM1989052208,B,4,NW,10,30,N,LS,,
TBM1989052208,E,4,NW,10,60,N,.,,
TBM1989052209,B,4,NW,10,30,N,LS,,
TBM1989052209,E,4,NW,10,60,N,.,,
TBM1989052210,B,4,NW,5,30,N,LS,,
TBM1989052210,E,4,NW,5,60,N,.,,
TBM1989052301,B,4,NW,5,30,N,LS,,
TBM1989052301,E,4,NW,5,60,N,.,,
TBM1989052302,B,4,NW,2,30,N,LS,,
TBM1989052302,E,4,NW,2,60,N,.,,
TBM1989052303,B,4,.,,30,N,LS,,
TBM1989052303,E,4,.,,60,N,.,,
TBM1989052304,B,4,NW,5,30,N,LS,,
TBM1989052304,E,4,NW,5,60,N,.,,
TBM1989052305,B,4,NW,5,30,N,LS,,
TBM1989052305,E,4,NW,5,60,N,.,,
TBM1989052306,B,3,SW,8,30,N,MF,,
TBM1989052306,E,3,SW,8,60,N,.,,
TBM1989052307,B,3,SW,6,30,N,MF,,
TBM1989052307,E,3,SW,6,60,N,.,,
TBM1989052308,B,3,SW,10,30,N,LF,,
TBM1989052308,E,3,SW,10,60,N,.,,
TBM1989052309,B,3,SW,8,30,N,MF,,
TBM1989052309,E,3,SW,8,60,N,.,,
TBM1989052310,B,3,SW,8,30,N,MF,,
TBM1989052310,E,3,SW,8,60,N,.,,
TBM1989052311,B,3,SW,8,30,N,MF,,
TBM1989052311,E,3,SW,8,60,N,.,,
TBM1989052312,B,3,NW,10,30,N,MF,,
TBM1989052312,E,3,NW,10,60,N,.,,
TBM1989052313,B,4,SW,10,30,N,LF,,
TBM1989052313,E,4,SW,10,60,N,.,,
TBM1989052314,B,4,SW,10,30,N,LS,,
TBM1989052314,E,4,SW,10,60,N,.,,
TBM1989052315,B,4,SW,5,30,N,LS,,
TBM1989052315,E,4,SW,5,60,N,.,,
TBM1989052401,B,3,NW,10,30,N,MF,,
TBM1989052401,E,3,NW,10,60,N,LF,,
TBM1989052402,B,3,NW,10,30,N,MF,,
TBM1989052402,E,3,NW,10,60,N,LF,,
TBM1989052403,B,3,NW,10,30,N,MF,,
TBM1989052403,E,3,NW,15,60,N,LF,,
TBM1989052404,B,3,NW,10,30,N,MF,,
TBM1989052404,E,3,NW,15,60,N,LF,,
TBM1989052405,B,4,SW,10,30,N,LS,,
TBM1989052405,E,4,SW,10,60,N,.,,
TBM1989052406,B,4,SW,5,30,N,LS,,
TBM1989052406,E,4,SW,5,60,N,.,,
TBM1989052407,B,4,SW,5,30,N,LS,,
TBM1989052407,E,4,SW,5,60,N,.,,
TBM1989052408,B,4,SW,5,30,N,LS,,
TBM1989052408,E,4,SW,5,60,N,.,,
TBM1989052409,B,4,SW,5,30,N,LS,,
TBM1989052409,E,4,SW,5,60,N,.,,
TBM1989052410,B,3,NW,10,30,N,MF,,
TBM1989052410,E,3,NW,15,60,N,LF,,
TBM1989052411,B,3,NW,10,30,N,MF,,
TBM1989052411,E,3,NW,15,60,N,LF,,
TBM1989052412,B,3,NW,10,30,N,MF,,
TBM1989052412,E,3,NW,15,60,N,LF,,
TBM1989052413,B,3,NW,10,30,N,MF,,
TBM1989052413,E,3,NW,10,60,N,LF,,
TBM1989052414,B,3,NW,10,30,N,MF,,
TBM1989052414,E,3,NW,10,60,N,LF,,
TBM1989052415,B,3,NW,10,30,N,MF,,
TBM1989052415,E,3,NW,10,60,N,LS,,
TBM1989052416,B,3,NW,10,30,N,MF,,
TBM1989052416,E,3,NW,15,60,N,LF,,
TBM1989052417,B,3,NW,10,30,N,MF,,
TBM1989052417,E,3,NW,15,60,N,LF,,
TBM1989052501,B,4,W,8,30,N,LR,,
TBM1989052501,E,4,W,5,60,N,MR,,
TBM1989052502,B,4,W,8,30,N,LR,,
TBM1989052502,E,4,W,5,60,N,MR,,
TBM1989052503,B,4,W,8,30,N,LR,,
TBM1989052503,E,4,W,5,60,N,MR,,
TBM1989052504,B,4,W,8,30,N,LR,,
TBM1989052504,E,4,W,5,60,N,MR,,
TBM1989052505,B,4,W,8,30,N,LR,,
TBM1989052505,E,4,W,5,60,N,MR,,
